churn,sexo,idoso,possui parceiro,possui dependentes,tempo contrato,servico telefone,multiplas linhas,servico internet,suporte tecnico,streaming tv,streaming filmes,contrato conta,preco diario,cobrancas mensais,total de encargos,excedente a mensalidade,churn_label
0,Masculino,1,0,0,5,1,0,Fibra optica,0,0,1,Mensal,2.9,85.6,408.5,323.0,Permaneceram
0,Masculino,0,0,0,4,1,0,Nao disponivel,0,0,0,Mensal,0.7,19.8,63.0,43.2,Permaneceram
0,Feminino,0,0,0,4,1,0,Nao disponivel,0,0,0,Mensal,0.7,20.2,84.5,64.4,Permaneceram
1,Feminino,0,0,0,3,1,1,DSL,1,1,0,Mensal,2.1,63.6,155.6,92.1,Saíram
0,Masculino,0,0,0,54,1,0,Fibra optica,0,1,0,Mensal,3.0,89.8,4667.0,4577.2,Permaneceram
0,Masculino,0,0,0,14,1,1,Nao disponivel,0,0,0,Um ano,0.8,24.8,321.7,296.9,Permaneceram
1,Feminino,0,0,0,25,1,0,DSL,1,1,0,Um ano,2.5,74.3,1863.8,1789.5,Saíram
1,Feminino,1,0,0,27,1,1,Fibra optica,0,0,0,Mensal,2.6,78.0,2135.5,2057.4,Saíram
1,Feminino,0,0,0,1,1,1,Fibra optica,0,0,0,Mensal,2.5,74.5,74.5,0.0,Saíram
0,Feminino,1,1,0,12,1,0,DSL,1,1,1,Um ano,2.6,79.2,943.8,864.6,Permaneceram
0,Masculino,0,1,1,13,1,0,DSL,1,0,0,Mensal,2.1,61.8,750.1,688.3,Permaneceram
0,Masculino,0,1,1,69,1,1,Fibra optica,1,1,1,Dois anos,3.3,99.4,6856.4,6757.1,Permaneceram
0,Feminino,0,0,1,35,1,1,DSL,0,0,0,Mensal,1.7,50.2,1655.4,1605.2,Permaneceram
0,Masculino,0,1,1,64,1,1,Fibra optica,0,0,1,Um ano,3.0,90.2,5629.2,5538.9,Permaneceram
1,Feminino,0,1,0,21,1,1,Fibra optica,0,1,1,Mensal,3.5,104.4,2200.2,2095.8,Saíram
1,Masculino,1,0,0,2,1,1,Fibra optica,0,1,1,Mensal,3.1,93.8,196.8,102.9,Saíram
0,Feminino,0,0,0,20,1,0,Nao disponivel,0,0,0,Um ano,0.6,19.4,433.8,414.4,Permaneceram
0,Masculino,0,0,0,26,1,0,DSL,1,0,0,Mensal,1.6,49.2,1237.3,1188.1,Permaneceram
1,Masculino,0,0,0,3,0,0,DSL,1,0,0,Mensal,1.2,36.8,108.7,71.8,Saíram
0,Feminino,0,0,1,4,1,1,Nao disponivel,0,0,0,Mensal,0.8,25.4,84.2,58.8,Permaneceram
0,Feminino,0,1,1,7,1,0,DSL,1,1,0,Mensal,2.5,75.7,554.0,478.4,Permaneceram
1,Masculino,0,0,0,2,1,0,DSL,0,0,0,Mensal,1.5,44.6,74.9,30.3,Saíram
1,Masculino,1,1,0,46,1,1,Fibra optica,0,1,1,Mensal,3.4,101.0,4680.0,4579.0,Saíram
1,Feminino,0,1,1,5,1,0,Fibra optica,1,1,0,Mensal,2.9,85.8,471.0,385.2,Saíram
0,Feminino,0,0,0,10,0,0,DSL,1,0,0,Mensal,1.2,36.2,374.0,337.8,Permaneceram
1,Feminino,1,0,0,13,1,0,Fibra optica,0,0,0,Mensal,2.5,74.3,940.4,866.0,Saíram
0,Feminino,0,1,0,71,1,1,Nao disponivel,0,0,0,Dois anos,0.8,24.8,1836.9,1812.2,Permaneceram
0,Feminino,0,0,0,42,1,1,DSL,0,0,0,Um ano,2.0,60.2,2421.6,2361.4,Permaneceram
0,Masculino,0,0,0,9,1,1,Fibra optica,0,1,1,Mensal,3.3,99.3,918.8,819.4,Permaneceram
1,Masculino,0,1,0,61,1,1,Fibra optica,0,1,1,Mensal,3.5,105.6,6281.4,6175.9,Saíram
0,Masculino,0,0,0,2,1,0,Fibra optica,0,0,0,Mensal,2.4,71.3,157.8,86.4,Permaneceram
0,Masculino,0,1,1,60,1,1,Fibra optica,0,0,0,Mensal,2.5,74.4,4453.3,4379.0,Permaneceram
0,Feminino,0,0,0,39,0,0,DSL,0,1,1,Mensal,1.7,50.6,1905.4,1854.8,Permaneceram
0,Masculino,0,1,1,15,1,0,Nao disponivel,0,0,0,Um ano,0.6,19.5,239.8,220.2,Permaneceram
0,Masculino,0,0,0,7,1,0,DSL,0,0,0,Mensal,1.5,43.9,278.4,234.5,Permaneceram
0,Feminino,0,0,0,15,1,0,Nao disponivel,0,0,0,Dois anos,0.7,19.6,331.6,312.0,Permaneceram
0,Feminino,0,1,0,61,1,1,Fibra optica,1,1,1,Um ano,3.4,101.2,6383.9,6282.8,Permaneceram
0,Feminino,0,1,1,19,1,0,DSL,0,0,0,Mensal,1.7,49.6,962.9,913.3,Permaneceram
0,Masculino,0,0,0,59,1,1,Nao disponivel,0,0,0,Dois anos,0.8,25.0,1510.5,1485.5,Permaneceram
0,Masculino,0,0,1,30,0,0,DSL,0,1,1,Mensal,1.5,44.5,1307.8,1263.3,Permaneceram
0,Masculino,1,1,0,62,1,1,Fibra optica,0,0,1,Mensal,3.0,89.8,5629.6,5539.8,Permaneceram
1,Masculino,0,1,1,2,1,0,Nao disponivel,0,0,0,Um ano,0.7,19.8,35.9,16.0,Saíram
0,Feminino,0,0,0,18,1,0,Fibra optica,0,0,0,Mensal,2.6,77.8,1358.6,1280.8,Permaneceram
0,Feminino,1,1,0,20,1,0,DSL,0,0,1,Mensal,2.0,60.0,1259.4,1199.4,Permaneceram
0,Masculino,0,0,1,5,1,0,DSL,1,0,0,Mensal,1.6,48.6,235.2,186.5,Permaneceram
1,Feminino,0,1,0,42,1,1,Fibra optica,1,0,0,Mensal,2.8,84.3,3588.4,3504.1,Saíram
0,Feminino,0,1,1,0,0,0,DSL,1,1,0,Dois anos,1.8,52.6,4290.9,4238.3,Permaneceram
0,Feminino,0,1,1,52,1,1,Fibra optica,0,0,1,Mensal,3.3,98.2,4993.4,4895.2,Permaneceram
0,Masculino,0,1,1,45,1,0,Nao disponivel,0,0,0,Dois anos,0.6,19.2,903.7,884.5,Permaneceram
0,Masculino,1,1,0,69,1,1,Fibra optica,1,1,1,Um ano,3.7,110.6,7610.1,7499.6,Permaneceram
0,Feminino,0,0,0,36,1,1,Fibra optica,0,1,1,Um ano,3.5,104.8,3886.4,3781.6,Permaneceram
0,Feminino,1,0,0,8,1,0,Fibra optica,0,0,0,Mensal,2.5,74.0,600.2,526.1,Permaneceram
0,Feminino,0,0,0,2,1,0,Fibra optica,0,0,0,Mensal,2.3,69.7,135.2,65.5,Permaneceram
0,Masculino,0,0,0,5,1,0,DSL,1,0,0,Mensal,1.9,56.2,291.4,235.3,Permaneceram
1,Feminino,0,0,0,3,1,0,DSL,0,0,1,Mensal,1.8,55.3,196.2,140.9,Saíram
1,Feminino,0,1,0,52,1,1,Fibra optica,0,1,1,Mensal,3.5,105.0,5624.8,5519.8,Saíram
0,Masculino,0,0,0,13,1,0,Nao disponivel,0,0,0,Mensal,0.7,20.4,251.6,231.2,Permaneceram
0,Feminino,0,1,1,38,1,0,Nao disponivel,0,0,0,Um ano,0.7,19.6,763.1,743.5,Permaneceram
0,Feminino,0,0,0,61,1,1,Fibra optica,0,1,1,Um ano,3.5,104.0,6423.0,6319.0,Permaneceram
1,Masculino,0,0,0,16,1,0,Nao disponivel,0,0,0,Mensal,0.7,20.2,327.4,307.2,Saíram
1,Feminino,0,1,1,35,1,1,DSL,1,1,0,Mensal,2.4,72.2,2568.6,2496.3,Saíram
0,Feminino,0,0,1,18,1,1,DSL,0,0,0,Mensal,1.9,57.6,992.7,935.0,Permaneceram
0,Masculino,0,1,1,23,1,1,DSL,1,0,0,Dois anos,2.0,59.7,1414.2,1354.5,Permaneceram
1,Feminino,0,0,0,1,1,0,Fibra optica,0,0,0,Mensal,2.3,69.7,69.7,0.0,Saíram
0,Feminino,1,0,0,46,1,1,DSL,1,0,1,Um ano,2.3,69.1,3255.4,3186.2,Permaneceram
0,Masculino,0,0,0,26,0,0,DSL,1,0,0,Mensal,1.2,35.8,1022.5,986.8,Permaneceram
1,Masculino,0,0,0,11,1,0,Fibra optica,0,0,0,Mensal,2.5,75.0,815.5,740.6,Saíram
0,Feminino,0,1,1,35,1,1,DSL,0,0,0,Mensal,2.0,59.4,2136.9,2077.5,Permaneceram
1,Feminino,1,0,0,6,1,0,Fibra optica,0,0,0,Mensal,2.5,74.4,434.1,359.7,Saíram
0,Masculino,0,1,0,31,1,0,DSL,1,0,1,Um ano,2.5,75.5,2424.4,2349.0,Permaneceram
1,Masculino,0,0,0,1,1,0,Fibra optica,0,0,0,Mensal,2.3,69.8,69.8,0.0,Saíram
1,Feminino,1,0,0,38,1,0,DSL,0,0,0,Mensal,1.9,57.2,2250.6,2193.5,Saíram
1,Feminino,0,0,0,2,1,0,Fibra optica,0,0,0,Mensal,2.3,70.0,153.0,83.1,Saíram
0,Feminino,1,1,0,71,1,1,Fibra optica,0,0,0,Dois anos,2.7,80.7,5676.0,5595.3,Permaneceram
1,Feminino,1,0,0,16,1,1,Fibra optica,0,1,0,Mensal,2.8,84.8,1350.2,1265.4,Saíram
0,Masculino,0,1,1,42,1,0,Nao disponivel,0,0,0,Um ano,0.7,20.2,854.9,834.6,Permaneceram
0,Masculino,0,0,0,56,1,1,Nao disponivel,0,0,0,Dois anos,0.9,26.0,1444.0,1418.1,Permaneceram
0,Feminino,0,1,0,18,1,1,Fibra optica,1,1,0,Mensal,3.0,88.8,1594.8,1505.9,Permaneceram
0,Feminino,1,0,0,13,1,0,DSL,0,0,0,Mensal,1.8,54.8,731.3,676.5,Permaneceram
0,Masculino,0,1,0,42,1,1,DSL,1,1,1,Um ano,2.7,80.4,3375.9,3295.4,Permaneceram
1,Feminino,0,1,0,59,1,1,Fibra optica,0,1,1,Mensal,3.4,101.1,6039.9,5938.8,Saíram
0,Masculino,0,0,0,26,0,0,DSL,0,0,1,Mensal,1.5,44.6,1156.6,1111.9,Permaneceram
0,Masculino,0,0,1,54,1,0,Fibra optica,1,1,1,Um ano,3.5,105.8,5826.6,5720.8,Permaneceram
0,Masculino,0,0,0,40,1,1,Nao disponivel,0,0,0,Dois anos,0.8,24.6,974.0,949.4,Permaneceram
0,Masculino,0,1,1,8,1,1,DSL,1,0,1,Dois anos,2.5,76.2,645.8,569.6,Permaneceram
0,Feminino,1,1,0,25,1,0,Fibra optica,0,0,1,Mensal,2.9,88.4,2191.2,2102.8,Permaneceram
1,Feminino,0,0,0,2,1,0,Fibra optica,0,1,0,Mensal,2.7,80.2,146.0,65.9,Saíram
0,Feminino,0,1,1,42,1,0,Nao disponivel,0,0,0,Um ano,0.6,19.0,761.8,742.8,Permaneceram
0,Feminino,0,1,1,51,1,1,Fibra optica,1,1,0,Um ano,3.2,95.2,5000.0,4904.9,Permaneceram
0,Feminino,0,1,1,58,1,1,Nao disponivel,0,0,0,Dois anos,0.8,25.2,1509.9,1484.8,Permaneceram
0,Masculino,0,1,0,12,1,0,Fibra optica,0,0,1,Mensal,2.8,85.0,999.8,914.8,Permaneceram
0,Feminino,0,1,1,9,1,0,Nao disponivel,0,0,0,Um ano,0.7,20.2,172.4,152.1,Permaneceram
0,Feminino,0,0,0,2,1,0,DSL,0,0,0,Mensal,1.5,45.6,84.4,38.9,Permaneceram
0,Feminino,0,1,1,46,1,1,Nao disponivel,0,0,0,Um ano,0.8,25.0,1165.9,1141.0,Permaneceram
1,Masculino,0,0,0,7,1,0,Nao disponivel,0,0,0,Mensal,0.6,19.2,112.3,93.0,Saíram
0,Masculino,0,1,1,8,1,0,DSL,0,0,0,Um ano,1.4,43.4,345.5,302.0,Permaneceram
0,Feminino,0,0,0,16,1,1,Fibra optica,0,0,0,Mensal,2.5,74.8,1129.4,1054.6,Permaneceram
0,Masculino,0,1,1,55,1,0,DSL,0,0,1,Um ano,2.0,59.4,3157.0,3097.6,Permaneceram
1,Feminino,0,0,0,10,1,1,Fibra optica,0,0,0,Mensal,2.7,80.0,830.7,750.7,Saíram
1,Feminino,0,0,0,16,1,1,Fibra optica,0,0,0,Mensal,2.4,72.6,1194.3,1121.6,Saíram
1,Feminino,0,0,0,5,1,1,Fibra optica,0,1,0,Mensal,2.8,85.2,474.8,389.6,Saíram
0,Feminino,0,0,0,52,1,0,DSL,1,0,0,Um ano,1.9,58.0,3042.2,2984.3,Permaneceram
1,Feminino,0,0,1,1,1,0,Fibra optica,0,0,0,Mensal,2.3,69.6,69.6,0.0,Saíram
1,Masculino,1,1,0,70,1,1,Fibra optica,0,1,1,Mensal,3.4,103.0,7101.5,6998.6,Saíram
0,Feminino,0,1,0,62,1,1,Fibra optica,0,1,1,Mensal,3.4,101.4,6164.7,6063.3,Permaneceram
1,Masculino,1,1,0,49,1,1,Fibra optica,0,0,1,Mensal,3.0,90.0,4547.2,4457.2,Saíram
0,Masculino,0,0,0,4,1,0,Nao disponivel,0,0,0,Mensal,0.7,19.8,78.3,58.6,Permaneceram
1,Feminino,0,1,1,17,1,0,Fibra optica,1,1,0,Mensal,3.1,91.8,1574.4,1482.6,Saíram
0,Masculino,0,1,0,14,1,1,Fibra optica,0,0,0,Mensal,2.8,82.6,1185.0,1102.4,Permaneceram
0,Feminino,0,0,0,59,1,1,DSL,1,0,1,Um ano,2.3,68.7,4071.0,4002.2,Permaneceram
0,Feminino,0,0,0,47,1,0,DSL,1,0,0,Um ano,2.0,58.9,2813.0,2754.2,Permaneceram
0,Feminino,0,1,0,71,1,1,Nao disponivel,0,0,0,Dois anos,0.8,24.6,1710.2,1685.5,Permaneceram
1,Masculino,0,1,1,47,1,1,Fibra optica,1,1,1,Mensal,3.6,107.4,5119.0,5011.6,Saíram
0,Masculino,0,0,0,5,1,1,Fibra optica,0,0,1,Mensal,3.2,96.6,500.1,403.6,Permaneceram
1,Feminino,0,1,0,11,1,0,DSL,0,0,0,Mensal,1.5,44.0,483.7,439.6,Saíram
0,Feminino,0,1,1,41,1,1,Fibra optica,1,1,1,Um ano,3.6,109.1,4454.2,4345.2,Permaneceram
0,Masculino,0,0,0,52,1,0,DSL,0,1,0,Dois anos,2.1,63.2,3342.4,3279.2,Permaneceram
0,Masculino,0,0,0,9,1,0,Nao disponivel,0,0,0,Mensal,0.7,20.4,181.8,161.4,Permaneceram
0,Feminino,0,0,0,9,1,0,DSL,0,0,0,Mensal,1.5,43.8,405.7,362.0,Permaneceram
1,Feminino,0,0,0,10,1,0,Fibra optica,0,0,1,Mensal,2.7,80.2,846.0,765.8,Saíram
0,Masculino,0,0,1,12,1,0,Nao disponivel,0,0,0,Dois anos,0.6,19.4,212.3,193.0,Permaneceram
1,Masculino,0,0,0,22,1,0,DSL,1,0,0,Um ano,1.8,55.2,1193.0,1137.9,Saíram
0,Masculino,0,1,1,52,1,0,DSL,1,1,0,Um ano,2.3,68.8,3482.8,3414.1,Permaneceram
1,Feminino,0,1,1,43,1,0,DSL,0,1,0,Mensal,1.9,56.2,2499.3,2443.2,Saíram
0,Feminino,0,0,0,13,0,0,DSL,0,1,1,Mensal,1.6,49.2,649.4,600.2,Permaneceram
1,Feminino,0,0,0,3,1,1,Fibra optica,0,0,0,Mensal,2.5,75.8,246.3,170.5,Saíram
0,Masculino,1,1,0,16,1,0,Fibra optica,1,0,1,Mensal,3.1,91.6,1540.0,1448.5,Permaneceram
0,Masculino,1,1,0,45,1,1,Nao disponivel,0,0,0,Um ano,0.8,24.7,1174.4,1149.6,Permaneceram
1,Feminino,0,1,1,4,1,0,Fibra optica,0,0,0,Mensal,2.5,73.8,325.4,251.7,Saíram
1,Feminino,0,0,0,3,1,0,Fibra optica,0,0,0,Mensal,2.6,79.1,246.5,167.4,Saíram
1,Feminino,0,1,0,6,1,1,Fibra optica,0,1,1,Mensal,3.5,105.3,545.2,439.9,Saíram
1,Feminino,0,0,0,1,1,0,Nao disponivel,0,0,0,Mensal,0.7,19.6,19.6,0.0,Saíram
0,Masculino,0,1,0,70,1,1,Nao disponivel,0,0,0,Dois anos,0.8,24.2,1724.2,1699.9,Permaneceram
1,Feminino,0,1,1,3,0,0,DSL,0,0,0,Mensal,1.0,29.7,91.7,62.0,Saíram
1,Masculino,0,0,0,56,1,1,Nao disponivel,0,0,0,Um ano,0.8,24.9,1334.0,1309.1,Saíram
1,Masculino,1,0,0,24,1,1,Fibra optica,0,1,1,Mensal,3.4,101.2,2440.2,2338.9,Saíram
1,Feminino,1,1,0,25,1,0,Fibra optica,0,1,1,Mensal,3.3,98.5,2514.5,2416.0,Saíram
0,Feminino,0,0,0,53,0,0,DSL,1,1,0,Um ano,1.8,53.6,2879.2,2825.6,Permaneceram
1,Masculino,0,0,0,1,1,0,Fibra optica,0,0,0,Mensal,2.3,69.8,69.8,0.0,Saíram
1,Masculino,0,1,1,25,1,0,Fibra optica,0,1,1,Um ano,3.0,90.4,2178.6,2088.2,Saíram
0,Masculino,0,1,1,8,1,0,DSL,0,0,0,Mensal,1.5,44.6,369.2,324.5,Permaneceram
0,Feminino,0,1,1,27,1,0,Nao disponivel,0,0,0,Dois anos,0.7,19.9,550.1,530.2,Permaneceram
0,Feminino,0,1,0,60,0,0,DSL,0,0,1,Um ano,1.7,50.0,2911.5,2861.4,Permaneceram
0,Feminino,1,0,0,20,1,0,Fibra optica,0,0,1,Mensal,2.7,81.4,1671.6,1590.1,Permaneceram
1,Feminino,1,0,0,56,1,1,Fibra optica,0,1,1,Um ano,3.5,104.8,5510.6,5405.9,Saíram
1,Feminino,0,0,0,1,1,0,Fibra optica,0,0,1,Mensal,2.7,81.1,81.1,0.0,Saíram
0,Feminino,0,0,0,42,1,0,DSL,1,0,1,Dois anos,2.2,66.5,2762.8,2696.2,Permaneceram
0,Feminino,0,0,0,16,1,0,Nao disponivel,0,0,0,Um ano,0.7,20.1,318.6,298.5,Permaneceram
0,Feminino,0,1,1,65,1,1,Fibra optica,1,1,1,Dois anos,3.7,110.8,7245.9,7135.1,Permaneceram
0,Feminino,1,1,0,20,1,0,Fibra optica,0,1,1,Um ano,3.0,91.0,1859.5,1768.5,Permaneceram
0,Masculino,0,0,0,33,1,0,Fibra optica,1,1,0,Dois anos,3.0,89.0,3027.6,2938.7,Permaneceram
0,Masculino,0,1,0,22,1,0,Nao disponivel,0,0,0,Mensal,0.7,20.4,471.6,451.1,Permaneceram
1,Masculino,0,0,0,8,0,0,DSL,0,0,0,Mensal,1.0,30.4,226.4,196.0,Saíram
0,Masculino,0,0,0,44,1,0,Nao disponivel,0,0,0,Dois anos,0.7,20.4,905.6,885.2,Permaneceram
0,Feminino,0,1,1,72,1,1,Nao disponivel,0,0,0,Dois anos,0.9,26.2,1988.0,1961.8,Permaneceram
1,Masculino,0,0,0,7,1,1,Fibra optica,0,1,1,Mensal,3.1,93.8,635.6,541.8,Saíram
0,Feminino,0,1,0,51,1,1,DSL,1,1,1,Um ano,2.6,78.6,3950.8,3872.2,Permaneceram
0,Feminino,1,0,0,69,1,1,Fibra optica,1,1,1,Dois anos,3.7,110.2,7467.6,7357.3,Permaneceram
1,Masculino,0,0,0,57,0,0,DSL,0,1,0,Mensal,1.3,39.3,2111.4,2072.1,Saíram
1,Masculino,0,0,1,35,1,0,Fibra optica,0,1,0,Um ano,2.8,85.2,3030.6,2945.4,Saíram
1,Feminino,0,1,1,2,1,0,Fibra optica,0,0,0,Mensal,2.3,70.4,147.2,76.8,Saíram
1,Masculino,1,0,0,15,1,0,Fibra optica,0,0,1,Mensal,2.6,79.4,1156.1,1076.7,Saíram
0,Masculino,0,1,1,22,1,0,Nao disponivel,0,0,0,Um ano,0.7,20.0,433.5,413.6,Permaneceram
0,Masculino,0,0,1,53,1,0,DSL,1,0,0,Um ano,2.1,62.8,3419.5,3356.6,Permaneceram
0,Feminino,0,0,0,9,1,0,Fibra optica,0,1,1,Mensal,2.9,88.4,788.6,700.2,Permaneceram
0,Feminino,0,0,0,1,1,0,Nao disponivel,0,0,0,Mensal,0.7,20.4,20.4,0.0,Permaneceram
0,Masculino,0,1,1,32,1,0,Nao disponivel,0,0,0,Dois anos,0.6,19.0,614.0,595.0,Permaneceram
0,Masculino,0,1,0,34,1,1,Fibra optica,0,0,1,Mensal,3.0,88.8,3000.2,2911.4,Permaneceram
0,Masculino,0,0,1,54,1,0,DSL,1,0,0,Um ano,2.0,61.0,3283.0,3222.0,Permaneceram
1,Feminino,0,1,1,6,1,1,Fibra optica,1,0,0,Mensal,2.7,80.5,502.8,422.4,Saíram
0,Masculino,0,1,1,62,1,0,Nao disponivel,0,0,0,Um ano,0.7,20.0,1244.8,1224.8,Permaneceram
1,Feminino,0,1,1,13,1,0,DSL,0,0,1,Mensal,1.9,56.0,734.4,678.4,Saíram
0,Feminino,0,1,1,30,1,0,Nao disponivel,0,0,0,Dois anos,0.6,19.3,602.9,583.6,Permaneceram
0,Masculino,0,1,1,55,1,0,Nao disponivel,0,0,0,Um ano,0.6,19.5,1026.4,1006.8,Permaneceram
0,Masculino,0,1,1,17,1,1,DSL,0,1,0,Um ano,2.3,70.4,1201.6,1131.3,Permaneceram
0,Feminino,0,1,0,7,1,0,DSL,1,1,1,Mensal,2.7,81.2,580.1,498.8,Permaneceram
0,Feminino,0,1,0,18,1,0,Fibra optica,0,1,1,Mensal,3.2,96.0,1745.5,1649.6,Permaneceram
0,Feminino,0,1,1,6,1,0,DSL,0,0,0,Mensal,1.5,45.5,285.2,239.7,Permaneceram
0,Masculino,0,0,0,53,1,1,DSL,1,0,1,Dois anos,2.5,73.9,3958.2,3884.4,Permaneceram
1,Masculino,0,1,0,16,1,1,Fibra optica,0,0,0,Mensal,2.5,73.8,1284.2,1210.4,Saíram
0,Masculino,0,1,1,45,1,1,Nao disponivel,0,0,0,Dois anos,0.8,24.4,1088.2,1063.8,Permaneceram
0,Feminino,1,1,0,64,1,0,Fibra optica,0,0,1,Um ano,3.2,97.0,6430.9,6333.9,Permaneceram
0,Feminino,0,0,0,18,0,0,DSL,1,0,0,Um ano,1.3,40.2,712.0,671.8,Permaneceram
0,Masculino,0,1,0,70,1,1,DSL,1,0,1,Dois anos,2.5,74.8,5315.8,5241.0,Permaneceram
0,Masculino,0,0,0,69,1,1,Nao disponivel,0,0,0,Dois anos,0.8,24.0,1713.1,1689.2,Permaneceram
0,Feminino,0,1,1,40,1,1,Fibra optica,0,1,0,Mensal,3.2,96.4,3915.4,3819.0,Permaneceram
1,Feminino,0,1,1,21,1,0,Fibra optica,1,1,1,Mensal,3.4,102.8,2110.2,2007.4,Saíram
1,Feminino,0,0,0,19,1,1,Fibra optica,0,0,1,Mensal,3.2,95.2,1789.2,1694.1,Saíram
0,Masculino,0,1,1,18,1,0,Fibra optica,0,1,0,Mensal,2.9,87.9,1500.5,1412.6,Permaneceram
0,Masculino,0,0,0,1,1,0,Nao disponivel,0,0,0,Mensal,0.7,20.0,20.0,0.0,Permaneceram
1,Masculino,0,0,0,2,1,1,DSL,0,0,1,Mensal,2.1,62.0,118.3,56.2,Saíram
0,Feminino,0,1,0,33,0,0,DSL,1,1,1,Dois anos,2.0,59.6,2016.3,1956.8,Permaneceram
1,Masculino,0,0,0,1,1,0,Nao disponivel,0,0,0,Mensal,0.6,19.3,19.3,0.0,Saíram
0,Feminino,1,1,1,60,1,0,DSL,1,0,1,Um ano,2.5,74.8,4456.4,4381.5,Permaneceram
0,Masculino,0,1,0,72,1,1,Fibra optica,1,1,1,Dois anos,3.7,109.8,7758.9,7649.2,Permaneceram
1,Masculino,0,0,0,2,1,0,DSL,0,0,0,Mensal,1.5,45.0,96.4,51.4,Saíram
0,Feminino,0,0,0,63,1,1,DSL,1,1,0,Dois anos,2.7,79.8,4861.4,4781.6,Permaneceram
0,Masculino,0,0,0,12,1,1,DSL,1,0,0,Mensal,2.2,67.2,832.3,765.0,Permaneceram
0,Feminino,0,0,0,31,1,0,Fibra optica,1,0,0,Mensal,2.9,87.6,2724.2,2636.6,Permaneceram
0,Masculino,0,1,1,71,1,1,DSL,1,1,1,Dois anos,3.0,89.9,6457.2,6367.2,Permaneceram
0,Masculino,1,1,0,50,1,1,Fibra optica,0,1,0,Um ano,3.4,101.9,5265.5,5163.6,Permaneceram
0,Masculino,0,0,0,54,0,0,DSL,0,0,1,Dois anos,1.5,46.2,2432.0,2385.8,Permaneceram
1,Feminino,0,0,0,1,1,0,DSL,1,0,0,Mensal,1.7,52.2,52.2,0.0,Saíram
0,Feminino,1,0,0,11,1,1,DSL,0,0,0,Mensal,1.9,55.6,580.8,525.2,Permaneceram
0,Masculino,0,1,0,44,1,0,DSL,1,1,0,Um ano,2.4,71.0,3250.4,3179.5,Permaneceram
0,Masculino,0,1,0,62,1,1,Fibra optica,1,1,1,Dois anos,3.6,107.6,6912.7,6805.1,Permaneceram
0,Masculino,0,0,0,57,1,1,Fibra optica,0,1,0,Um ano,2.9,86.9,4939.2,4852.4,Permaneceram
0,Masculino,0,1,1,18,1,0,Nao disponivel,0,0,0,Um ano,0.7,19.8,342.3,322.5,Permaneceram
0,Masculino,0,1,0,70,1,1,Fibra optica,1,0,1,Dois anos,3.3,98.7,6858.9,6760.2,Permaneceram
0,Feminino,0,0,0,21,1,1,Fibra optica,0,1,1,Mensal,3.3,99.8,1992.6,1892.7,Permaneceram
1,Masculino,1,0,0,17,1,0,DSL,0,0,0,Mensal,1.5,45.0,770.6,725.6,Saíram
0,Feminino,1,1,0,42,1,1,Fibra optica,0,1,0,Mensal,3.2,95.6,3930.6,3835.0,Permaneceram
0,Feminino,0,1,0,21,1,0,Fibra optica,1,0,0,Um ano,2.6,79.2,1742.4,1663.2,Permaneceram
0,Feminino,0,0,0,3,1,0,Nao disponivel,0,0,0,Mensal,0.7,19.6,61.0,41.5,Permaneceram
0,Feminino,0,0,1,8,1,0,Nao disponivel,0,0,0,Mensal,0.7,20.0,170.9,151.0,Permaneceram
1,Masculino,0,1,1,18,1,0,DSL,0,0,1,Mensal,1.9,57.4,990.8,933.4,Saíram
1,Feminino,1,0,0,2,1,1,Fibra optica,0,0,1,Mensal,3.0,88.6,179.2,90.7,Saíram
0,Masculino,0,1,1,2,1,0,Nao disponivel,0,0,0,Um ano,0.7,20.2,34.8,14.6,Permaneceram
0,Feminino,1,0,0,51,1,0,Nao disponivel,0,0,0,Dois anos,0.7,19.6,967.9,948.3,Permaneceram
0,Masculino,0,1,1,21,1,1,DSL,0,1,1,Um ano,2.5,75.9,1549.8,1473.8,Permaneceram
1,Masculino,0,1,0,55,0,0,DSL,1,1,1,Mensal,1.8,54.6,2978.3,2923.8,Saíram
0,Feminino,0,0,0,70,1,1,DSL,1,1,1,Dois anos,3.0,89.8,6367.2,6277.4,Permaneceram
1,Masculino,0,0,0,31,1,0,DSL,1,0,0,Mensal,1.8,55.2,1715.6,1660.4,Saíram
0,Masculino,0,0,0,67,0,0,DSL,1,1,0,Um ano,1.6,49.4,3321.4,3272.0,Permaneceram
1,Feminino,0,0,0,1,1,0,Fibra optica,0,0,0,Mensal,2.3,70.1,70.1,0.0,Saíram
0,Masculino,0,0,0,21,1,0,Nao disponivel,0,0,0,Dois anos,0.7,19.6,390.4,370.8,Permaneceram
1,Feminino,0,1,0,22,1,0,Fibra optica,0,0,0,Mensal,2.3,69.2,1554.0,1484.8,Saíram
1,Feminino,1,0,0,11,1,1,Fibra optica,0,0,1,Mensal,2.8,84.8,906.8,822.0,Saíram
0,Masculino,1,0,0,1,1,0,DSL,0,0,0,Mensal,1.5,45.2,45.2,0.0,Permaneceram
0,Masculino,0,1,0,72,1,1,Nao disponivel,0,0,0,Dois anos,0.9,25.8,1872.2,1846.4,Permaneceram
0,Feminino,0,1,1,34,1,1,Nao disponivel,0,0,0,Um ano,0.9,25.6,917.2,891.6,Permaneceram
0,Feminino,0,1,1,29,1,0,Nao disponivel,0,0,0,Um ano,0.7,20.0,540.0,520.0,Permaneceram
